entityID,entityType,entityCreated,entityPreferredName
1df9727c-dde9-498a-824e-cc4f19436117,DigitalEntity,2022-09-09T10:42:25Z,mica-management-of-invasive-coypu-and-muskrat-in-europe-20220909104225
digital_entity_id_1,DigitalEntity,,camtraptor
07840dcc-0d99-4ab4-973b-7e4a8e20b56d,DigitalEntity,2020-05-30T04:57:37+02:00,20200709093328-RCNX0001.JPG
401386c7-cc7a-46e5-9160-48c6158624a3,DigitalEntity,2020-05-30T04:57:40+02:00,20200709093328-RCNX0002.JPG
ca3ff293-89a4-425d-a853-5572837c5b83,DigitalEntity,2020-05-30T04:57:40+02:00,20200709093328-RCNX0003.JPG
e8b8e44c-491c-45d2-8928-aa5996c07584,DigitalEntity,2020-05-30T04:57:41+02:00,20200709093328-RCNX0004.JPG
b8690a15-652a-4f08-9562-1797671410b8,DigitalEntity,2020-05-30T04:57:41+02:00,20200709093328-RCNX0005.JPG
64734615-ccaf-4c48-b63e-d7b07bdc6d39,DigitalEntity,2020-05-30T04:57:42+02:00,20200709093329-RCNX0006.JPG
12ce5004-9427-41ff-bcba-99b09c716e81,DigitalEntity,2020-05-30T04:57:43+02:00,20200709093330-RCNX0007.JPG
f372acaf-1d46-4244-8edf-5f804da1e092,DigitalEntity,2020-05-30T04:57:43+02:00,20200709093330-RCNX0008.JPG
97140835-6245-4adb-b84d-af09045389cf,DigitalEntity,2020-05-30T04:57:44+02:00,20200709093330-RCNX0009.JPG
d1326349-76fd-4e83-a20c-a7994e4c0da2,DigitalEntity,2020-05-30T04:57:44+02:00,20200709093330-RCNX0010.JPG
017e3d07-3e6c-45a2-adbd-e7308c74f656,DigitalEntity,2020-05-31T06:05:10+02:00,20200709093330-RCNX0011.JPG
e82ea167-73a2-4cd3-a819-9d94a206a75f,DigitalEntity,2020-05-31T06:05:11+02:00,20200709093331-RCNX0012.JPG
8aab9351-ccf3-499a-bf1a-8f98a3957b0f,DigitalEntity,2020-05-31T06:05:11+02:00,20200709093332-RCNX0013.JPG
dd543fc8-8bf8-4a85-a026-1469367cb7f8,DigitalEntity,2020-05-31T06:05:12+02:00,20200709093332-RCNX0014.JPG
6affb228-efd9-4327-acbf-fdc5cf8c8816,DigitalEntity,2020-05-31T06:05:13+02:00,20200709093332-RCNX0015.JPG
ef3afb3b-b922-4347-ad0d-125c20c3d822,DigitalEntity,2020-05-31T06:05:13+02:00,20200709093332-RCNX0016.JPG
29aef5c3-20a6-4701-9027-8b04c620cda0,DigitalEntity,2020-05-31T06:05:14+02:00,20200709093333-RCNX0017.JPG
200e99c0-692e-46f2-aa44-7f7dc599757a,DigitalEntity,2020-05-31T06:05:14+02:00,20200709093333-RCNX0018.JPG
97b70ded-6f6b-480c-b386-b6d11f045907,DigitalEntity,2020-05-31T06:05:15+02:00,20200709093333-RCNX0019.JPG
bbd0d520-665a-48f0-8c3a-f176b1d52076,DigitalEntity,2020-05-31T06:05:16+02:00,20200709093333-RCNX0020.JPG
75e6d1df-1ede-4ca7-a8b0-9cda64493f4d,DigitalEntity,2020-05-31T22:06:43+02:00,20200709093333-RCNX0021.JPG
948c2184-a964-494c-8416-ea08827697ba,DigitalEntity,2020-05-31T22:06:44+02:00,20200709093333-RCNX0022.JPG
8f0c5a8c-69c9-48f3-99b0-46ebe858643f,DigitalEntity,2020-05-31T22:06:44+02:00,20200709093334-RCNX0023.JPG
50d30a87-67ce-4eab-a3b5-c3b7db3aaebb,DigitalEntity,2020-05-31T22:06:45+02:00,20200709093334-RCNX0024.JPG
bdd7481f-b49b-4847-9799-1db990b76dd9,DigitalEntity,2020-05-31T22:06:46+02:00,20200709093334-RCNX0025.JPG
c459b1f0-390b-41d0-9380-2eddb2f82f7b,DigitalEntity,2020-05-31T22:06:46+02:00,20200709093335-RCNX0026.JPG
dbf41369-46b8-4b48-a253-67537f5245f5,DigitalEntity,2020-05-31T22:06:47+02:00,20200709093335-RCNX0027.JPG
bdfc4e2d-ee5c-413d-8d86-5b5a2ebc6e28,DigitalEntity,2020-05-31T22:06:47+02:00,20200709093335-RCNX0028.JPG
7a1ac372-9cc4-4ca6-8939-69a9ac7ae028,DigitalEntity,2020-05-31T22:06:48+02:00,20200709093335-RCNX0029.JPG
6528fd34-2d9d-4d58-af5c-04877db1599b,DigitalEntity,2020-05-31T22:06:49+02:00,20200709093336-RCNX0030.JPG
dafafac8-d3dd-468b-93f1-34837d13ee88,DigitalEntity,2020-05-31T22:06:51+02:00,20200709093336-RCNX0031.JPG
45ddded1-efeb-4d11-b948-bcfa46cb5c06,DigitalEntity,2020-05-31T22:06:52+02:00,20200709093336-RCNX0032.JPG
998bdc6a-6655-4d36-af11-215bbf54b4db,DigitalEntity,2020-05-31T22:06:52+02:00,20200709093336-RCNX0033.JPG
3348ffed-1ddb-4e90-95fa-af2a140f3c6a,DigitalEntity,2020-05-31T22:06:53+02:00,20200709093336-RCNX0034.JPG
4d6cd9b6-2505-4a4d-b8f9-b00f8033eb8a,DigitalEntity,2020-05-31T22:06:54+02:00,20200709093337-RCNX0035.JPG
de1a05d2-7a5f-4d01-9fe2-a302d41f09ee,DigitalEntity,2020-05-31T22:06:54+02:00,20200709093337-RCNX0036.JPG
d7841986-8a59-4a70-b476-ea8e1001a581,DigitalEntity,2020-05-31T22:06:55+02:00,20200709093337-RCNX0037.JPG
9447bae7-66fe-400c-8e90-8b8f0e30f3e3,DigitalEntity,2020-05-31T22:06:55+02:00,20200709093337-RCNX0038.JPG
33b63cf8-ef7d-4357-8c58-9375415fe27d,DigitalEntity,2020-05-31T22:06:56+02:00,20200709093337-RCNX0039.JPG
c07290d8-a82e-40ed-a2f7-9ffbf8791100,DigitalEntity,2020-05-31T22:06:57+02:00,20200709093338-RCNX0040.JPG
8e7f37f4-5717-47a2-b050-ef7879880fd5,DigitalEntity,2020-05-31T22:07:30+02:00,20200709093338-RCNX0041.JPG
1f1217b7-cf4d-42aa-92c8-ace42ffc1d8f,DigitalEntity,2020-05-31T22:07:31+02:00,20200709093338-RCNX0042.JPG
1640ad29-e2cb-43cc-8cd6-c1ef2ffaadd7,DigitalEntity,2020-05-31T22:07:31+02:00,20200709093338-RCNX0043.JPG
f633bdc2-745a-46bd-975c-b7ba563dd26d,DigitalEntity,2020-05-31T22:07:32+02:00,20200709093338-RCNX0044.JPG
209dc64d-d1c7-4649-b8a2-9e09654022d8,DigitalEntity,2020-05-31T22:07:33+02:00,20200709093338-RCNX0045.JPG
87cb0fcb-1530-47ca-87f2-4d64573dec80,DigitalEntity,2020-05-31T22:07:33+02:00,20200709093339-RCNX0046.JPG
3868adcc-7460-461d-abad-f5da0f8903ab,DigitalEntity,2020-05-31T22:07:34+02:00,20200709093339-RCNX0047.JPG
690535a6-6625-4d05-8732-d7a59e9f91ea,DigitalEntity,2020-05-31T22:07:34+02:00,20200709093339-RCNX0048.JPG
b6fa4933-572b-42ee-b76d-0e7c45337c73,DigitalEntity,2020-05-31T22:07:35+02:00,20200709093339-RCNX0049.JPG
f418bc6c-0b8e-4d6a-a00e-3b74b562e2d1,DigitalEntity,2020-05-31T22:07:36+02:00,20200709093339-RCNX0050.JPG
6f8b7649-0964-490f-ac94-d4297bda9156,DigitalEntity,2020-06-05T04:49:20+02:00,20200709093340-RCNX0051.JPG
b14ddd01-88cc-4275-8c14-cad2d604d52e,DigitalEntity,2020-06-05T04:49:21+02:00,20200709093340-RCNX0052.JPG
d9ece6b1-a9e4-4e57-891c-66400c95a31f,DigitalEntity,2020-06-05T04:49:21+02:00,20200709093340-RCNX0053.JPG
82d92d53-0a39-4d5d-9bac-ee9658d04d15,DigitalEntity,2020-06-05T04:49:22+02:00,20200709093340-RCNX0054.JPG
c809222e-ef7a-4501-a968-30e808837b9e,DigitalEntity,2020-06-05T04:49:23+02:00,20200709093341-RCNX0055.JPG
d764dd29-fbc9-40ac-8164-15e68330b981,DigitalEntity,2020-06-05T04:49:23+02:00,20200709093341-RCNX0056.JPG
930275a5-b0f3-4a17-9b7a-e08b155cb664,DigitalEntity,2020-06-05T04:49:24+02:00,20200709093341-RCNX0057.JPG
b090ecb5-f02c-4fe8-960c-6164c2414b12,DigitalEntity,2020-06-05T04:49:24+02:00,20200709093341-RCNX0058.JPG
44122af3-7aa9-4ecc-adf8-052754c9bad7,DigitalEntity,2020-06-05T04:49:25+02:00,20200709093342-RCNX0059.JPG
35c804f5-b733-473c-b892-cbcaa3756329,DigitalEntity,2020-06-05T04:49:26+02:00,20200709093342-RCNX0060.JPG
e43ed570-1af7-456d-845a-ff1bca289952,DigitalEntity,2020-06-05T04:49:27+02:00,20200709093342-RCNX0061.JPG
89bb0355-5a00-4e20-815b-454855f9b8cc,DigitalEntity,2020-06-05T04:49:27+02:00,20200709093342-RCNX0062.JPG
6aa925c4-7877-4e71-822b-d0a8da1ba1e6,DigitalEntity,2020-06-05T04:49:28+02:00,20200709093343-RCNX0063.JPG
131f5288-54d7-4e60-837c-f6a3d3ff02c0,DigitalEntity,2020-06-05T04:49:29+02:00,20200709093343-RCNX0064.JPG
a4c9b59d-c382-40e0-9042-3406cfb5253f,DigitalEntity,2020-06-05T04:49:29+02:00,20200709093343-RCNX0065.JPG
d3494c50-c34a-4c55-8031-e07ece336b8e,DigitalEntity,2020-06-05T04:49:30+02:00,20200709093343-RCNX0066.JPG
0b0dc7b2-65bf-4f21-a358-b5867f92581c,DigitalEntity,2020-06-05T04:49:30+02:00,20200709093344-RCNX0067.JPG
90e03429-3f43-40a9-bc6e-39c6e6eaf754,DigitalEntity,2020-06-05T04:49:31+02:00,20200709093344-RCNX0068.JPG
a0a65a78-c8e2-4bfe-9eb3-9c2c164f2526,DigitalEntity,2020-06-05T04:49:32+02:00,20200709093344-RCNX0069.JPG
9c1a5f4a-8c21-48bb-b3b9-7a27284969db,DigitalEntity,2020-06-05T04:49:32+02:00,20200709093344-RCNX0070.JPG
a33837bf-46c3-415b-9982-50f838f2a0dd,DigitalEntity,2020-06-06T06:11:07+02:00,20200709093345-RCNX0071.JPG
a4c90844-bf4e-4bb4-8c60-a3b560a45800,DigitalEntity,2020-06-06T06:11:08+02:00,20200709093345-RCNX0072.JPG
b8d6c1ec-b1ea-4a12-915a-59c8fb448c6c,DigitalEntity,2020-06-06T06:11:09+02:00,20200709093345-RCNX0073.JPG
9c4b83d9-711a-43eb-9f40-f894cf470fe1,DigitalEntity,2020-06-06T06:11:09+02:00,20200709093346-RCNX0074.JPG
7e4de13b-c589-4b28-b2fb-389e9916ce86,DigitalEntity,2020-06-06T06:11:10+02:00,20200709093346-RCNX0075.JPG
72366a31-2632-4f2b-b059-b5e5f23358e7,DigitalEntity,2020-06-06T06:11:11+02:00,20200709093346-RCNX0076.JPG
a55b821f-da11-41bb-9088-d4474ddd8d4c,DigitalEntity,2020-06-06T06:11:11+02:00,20200709093347-RCNX0077.JPG
28290b2c-f57c-4d0a-bcd0-c3215c889079,DigitalEntity,2020-06-06T06:11:12+02:00,20200709093347-RCNX0078.JPG
53446511-3818-409a-8636-cf8fb16794a0,DigitalEntity,2020-06-06T06:11:12+02:00,20200709093347-RCNX0079.JPG
7d3e106e-c9e6-4422-868c-644b095ccff7,DigitalEntity,2020-06-06T06:11:13+02:00,20200709093347-RCNX0080.JPG
b1e03fbb-3b83-40d4-bc5b-5d3f796da851,DigitalEntity,2020-06-09T05:16:11+02:00,20200709093348-RCNX0081.JPG
f69cf443-6d8c-4e3b-a58a-f51bbdf84685,DigitalEntity,2020-06-09T05:16:12+02:00,20200709093348-RCNX0082.JPG
235078cc-1b44-4da3-b260-3faccb37c2ca,DigitalEntity,2020-06-09T05:16:13+02:00,20200709093349-RCNX0083.JPG
8b8ba813-1ad5-4944-8c0a-96c82f6fb36f,DigitalEntity,2020-06-09T05:16:13+02:00,20200709093349-RCNX0084.JPG
b5e07538-091b-4c16-a553-d9e50ab0e1eb,DigitalEntity,2020-06-09T05:16:14+02:00,20200709093349-RCNX0085.JPG
f38e18d4-7f59-4ad4-befe-2e10d5467f25,DigitalEntity,2020-06-09T05:16:14+02:00,20200709093349-RCNX0086.JPG
67aecf0d-3558-4482-86fb-c9fd72ef4e31,DigitalEntity,2020-06-09T05:16:15+02:00,20200709093350-RCNX0087.JPG
fc05b93d-f9bd-4e8a-86f4-948a47909a08,DigitalEntity,2020-06-09T05:16:16+02:00,20200709093350-RCNX0088.JPG
46ee4572-7020-463e-bbe0-86163f387114,DigitalEntity,2020-06-09T05:16:16+02:00,20200709093350-RCNX0089.JPG
2840949c-5db5-4975-8df5-6b71aa626562,DigitalEntity,2020-06-09T05:16:17+02:00,20200709093350-RCNX0090.JPG
e68deaed-a64e-4999-87a3-9aa0edf5970d,DigitalEntity,2020-06-12T06:04:29+02:00,20200709093351-RCNX0091.JPG
c5efbcb3-34f5-4a59-bc15-034e01b05475,DigitalEntity,2020-06-12T06:04:30+02:00,20200709093351-RCNX0092.JPG
07eee194-85c7-4586-96be-7b42ff6f1132,DigitalEntity,2020-06-12T06:04:31+02:00,20200709093352-RCNX0093.JPG
479a93c4-bc70-4e91-9ab5-b058df232ed0,DigitalEntity,2020-06-12T06:04:31+02:00,20200709093352-RCNX0094.JPG
6d65f3e4-4770-407b-b2bf-878983bf9872,DigitalEntity,2020-06-12T06:04:32+02:00,20200709093352-RCNX0095.JPG
5ba57018-fd06-4319-bc80-ba6efa076c7c,DigitalEntity,2020-06-12T06:04:32+02:00,20200709093352-RCNX0096.JPG
c39a0749-b8db-4853-81c4-32b9a99868ca,DigitalEntity,2020-06-12T06:04:33+02:00,20200709093352-RCNX0097.JPG
d2ed4389-14e6-45d7-b67d-b52d3cffd0fb,DigitalEntity,2020-06-12T06:04:34+02:00,20200709093353-RCNX0098.JPG
51549c25-e565-4ece-a26e-12442ccc3fcb,DigitalEntity,2020-06-12T06:04:35+02:00,20200709093353-RCNX0099.JPG
b78bb29f-fbf3-49b0-911b-ca4e5a95d801,DigitalEntity,2020-06-12T06:04:35+02:00,20200709093353-RCNX0100.JPG
d6785b65-24fa-4663-8539-e5fb261d069d,DigitalEntity,2020-06-12T06:04:41+02:00,20200709093354-RCNX0101.JPG
2b860458-742b-4fca-937c-2a27742dccb0,DigitalEntity,2020-06-12T06:04:42+02:00,20200709093354-RCNX0102.JPG
d45648b9-76d1-4500-898c-dd3c3f31a0b8,DigitalEntity,2020-06-12T06:04:43+02:00,20200709093354-RCNX0103.JPG
eecd8ce1-2b13-49b7-bcec-c0056848aa62,DigitalEntity,2020-06-12T06:04:43+02:00,20200709093355-RCNX0104.JPG
48d26ebc-ba6e-4245-8f52-c2cc1d64ef1f,DigitalEntity,2020-06-12T06:04:44+02:00,20200709093355-RCNX0105.JPG
4afd0344-3cec-4942-987b-96b69da75e6b,DigitalEntity,2020-06-12T06:04:44+02:00,20200709093355-RCNX0106.JPG
916964ac-6389-4d06-8853-2eac6c36d8e7,DigitalEntity,2020-06-12T06:04:45+02:00,20200709093355-RCNX0107.JPG
3e8e355a-6253-4a5f-a950-2f934821b7f7,DigitalEntity,2020-06-12T06:04:46+02:00,20200709093356-RCNX0108.JPG
b7792672-6a31-484a-a97b-e19e34657021,DigitalEntity,2020-06-12T06:04:46+02:00,20200709093356-RCNX0109.JPG
1683dd3b-7791-493a-84c6-1bb50541fd97,DigitalEntity,2020-06-12T06:04:47+02:00,20200709093356-RCNX0110.JPG
e6c63f88-a31f-4f06-9410-3213baed08ab,DigitalEntity,2020-06-12T06:04:49+02:00,20200709093357-RCNX0111.JPG
91a1ba54-5e19-4f18-88f8-8dd0dd3ef836,DigitalEntity,2020-06-12T06:04:50+02:00,20200709093357-RCNX0112.JPG
233a2f40-b0c5-4b93-90e4-e254d2e148f5,DigitalEntity,2020-06-12T06:04:51+02:00,20200709093358-RCNX0113.JPG
5e01e638-d36f-4ca2-957d-7bbdc76dcc89,DigitalEntity,2020-06-12T06:04:51+02:00,20200709093358-RCNX0114.JPG
dadf1718-90bd-438e-8649-3663f226072f,DigitalEntity,2020-06-12T06:04:52+02:00,20200709093358-RCNX0115.JPG
643d63a4-dd46-4b9d-b3de-665fe2a46754,DigitalEntity,2020-06-12T06:04:52+02:00,20200709093359-RCNX0116.JPG
19744c44-03ea-438f-9dc7-927e6e494ee1,DigitalEntity,2020-06-12T06:04:53+02:00,20200709093359-RCNX0117.JPG
edc345bc-b58a-4c0d-8659-89132449cc3c,DigitalEntity,2020-06-12T06:04:54+02:00,20200709093359-RCNX0118.JPG
b6e435f8-b22b-4916-8275-5fbff2d84a76,DigitalEntity,2020-06-12T06:04:54+02:00,20200709093400-RCNX0119.JPG
54c5d869-8492-4b16-a72e-45196284559c,DigitalEntity,2020-06-12T06:04:55+02:00,20200709093400-RCNX0120.JPG
9997f96e-a9b7-429b-95c6-87711dc07533,DigitalEntity,2020-06-22T04:11:14+02:00,20200709093400-RCNX0121.JPG
e4765ced-1696-4983-be45-c06123a59af5,DigitalEntity,2020-06-22T04:11:15+02:00,20200709093400-RCNX0122.JPG
e0d3e72e-4e44-4125-9e85-2432b62d8dec,DigitalEntity,2020-06-22T04:11:15+02:00,20200709093401-RCNX0123.JPG
6bd083fd-e012-40c6-94a0-38eb2b73e248,DigitalEntity,2020-06-22T04:11:16+02:00,20200709093401-RCNX0124.JPG
f1b07d90-510c-47f8-a14e-df56f659fc10,DigitalEntity,2020-06-22T04:11:17+02:00,20200709093401-RCNX0125.JPG
32da352b-3366-4611-9f71-d52187185ecb,DigitalEntity,2020-06-22T04:11:17+02:00,20200709093401-RCNX0126.JPG
b0bb7a64-38c6-4c39-84aa-52e3a5397eb9,DigitalEntity,2020-06-22T04:11:18+02:00,20200709093402-RCNX0127.JPG
ad2d234c-950f-4aba-b4dc-aab9af5583db,DigitalEntity,2020-06-22T04:11:18+02:00,20200709093402-RCNX0128.JPG
5ceaf351-e5be-4d7e-91ab-435e501d1a8b,DigitalEntity,2020-06-22T04:11:19+02:00,20200709093402-RCNX0129.JPG
1fb9601b-c185-4908-b3f4-a678669c6ee2,DigitalEntity,2020-06-22T04:11:20+02:00,20200709093402-RCNX0130.JPG
e8b62b7e-969c-4d44-9a95-1a453cdd0ed6,DigitalEntity,2020-06-27T03:19:06+02:00,20200709093402-RCNX0131.JPG
eb0f5a36-7755-42f5-a2dd-329cae99957c,DigitalEntity,2020-06-27T03:19:06+02:00,20200709093403-RCNX0132.JPG
51372859-13ba-4f14-b167-5ea24877c2c3,DigitalEntity,2020-06-27T03:19:07+02:00,20200709093403-RCNX0133.JPG
fb4f22df-e625-4d36-88ca-cb25d726a0e0,DigitalEntity,2020-06-27T03:19:08+02:00,20200709093403-RCNX0134.JPG
4c2e721f-6bdd-4f57-bcc1-681e03dee579,DigitalEntity,2020-06-27T03:19:08+02:00,20200709093403-RCNX0135.JPG
4f95d6c1-4d39-420e-a787-dd567b75c577,DigitalEntity,2020-06-27T03:19:09+02:00,20200709093403-RCNX0136.JPG
9719433c-9176-44c5-9e3e-77cbed3ff57c,DigitalEntity,2020-06-27T03:19:09+02:00,20200709093404-RCNX0137.JPG
87d9bbb7-4006-447b-aee1-37674e1a4ab1,DigitalEntity,2020-06-27T03:19:10+02:00,20200709093404-RCNX0138.JPG
d82e840f-9d5a-4b86-808d-422e798c207f,DigitalEntity,2020-06-27T03:19:11+02:00,20200709093404-RCNX0139.JPG
37bdf4b3-17c3-4549-9d04-35c6a342ab10,DigitalEntity,2020-06-27T03:19:11+02:00,20200709093404-RCNX0140.JPG
075f9dfd-7ab1-4cac-9462-63c48595afdf,DigitalEntity,2020-07-01T11:40:42+02:00,20200709093404-RCNX0141.JPG
f99b3751-63c8-4fc1-8e5e-9a2c1704880d,DigitalEntity,2020-07-01T11:40:43+02:00,20200709093405-RCNX0142.JPG
70ec9558-e17c-48dd-ba97-4bf0779a8108,DigitalEntity,2020-07-01T11:40:45+02:00,20200709093405-RCNX0143.JPG
534a79c0-35c2-40d9-98f5-87ef67a8f823,DigitalEntity,2020-07-01T11:40:45+02:00,20200709093406-RCNX0144.JPG
